@RELATION audio_models/svm/svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lie,truth}

@DATA
0.052876,0.015420,2.842886,0.121224,0.158286,0.351002,0.012061,0.057773,-29.662915,2.430282,0.074641,-0.593708,-0.516177,0.380555,-0.190651,0.017271,-0.251621,0.021882,-0.071916,-0.003652,-0.092745,0.017282,0.011534,0.026501,0.018465,0.025828,0.015812,0.016050,0.006045,0.012349,0.013798,0.012377,0.005871,0.020505,0.041052,0.016937,0.460881,0.053116,0.047390,0.353585,0.008118,0.058037,4.728734,1.032805,0.717123,0.523984,0.438036,0.448717,0.370506,0.323540,0.259561,0.263341,0.231179,0.214899,0.190641,0.021713,0.014667,0.026036,0.020301,0.026340,0.019285,0.016667,0.010070,0.013933,0.015540,0.013090,0.007822,0.011023,truth
0.079626,0.006842,2.886095,0.151063,0.175615,0.371278,0.011337,0.047965,-32.621892,2.424665,0.138460,-0.138133,-0.217490,0.224801,0.013582,0.080147,-0.181803,-0.054671,0.159477,-0.074995,-0.009041,0.014090,0.004775,0.022471,0.016139,0.034215,0.014214,0.023592,0.004105,0.010160,0.019335,0.014044,0.007096,0.019841,0.057918,0.009515,0.435206,0.074376,0.053962,0.363245,0.009663,0.050808,5.417752,1.067796,0.666849,0.456304,0.471234,0.367936,0.332389,0.310146,0.291436,0.246638,0.275660,0.210981,0.180148,0.017104,0.006774,0.021587,0.018009,0.026572,0.016447,0.023400,0.006556,0.011438,0.020790,0.014845,0.011380,0.010080,truth
0.154515,0.003650,2.976704,0.251573,0.217213,0.720271,0.005255,0.055566,-37.337144,1.559223,-0.015213,-0.073677,-0.091545,0.345214,-0.109217,0.033105,-0.076831,-0.014483,-0.168625,-0.032676,-0.030108,0.019978,0.005650,0.019797,0.010092,0.033501,0.007428,0.016632,0.002743,0.004976,0.010011,0.010574,0.005620,0.016251,0.080885,0.005962,0.379045,0.112967,0.061234,0.394583,0.004306,0.065091,6.157266,1.008585,0.478529,0.414111,0.355611,0.390782,0.272573,0.247343,0.213557,0.190701,0.212028,0.173472,0.155287,0.022079,0.008325,0.018497,0.010825,0.023874,0.009037,0.015253,0.003472,0.004624,0.011578,0.009640,0.006482,0.009034,truth
0.064419,0.011534,2.845799,0.137020,0.162839,0.408782,0.011599,0.073324,-31.289714,2.184455,0.308595,-0.112972,-0.579830,-0.116860,0.144221,-0.284983,-0.113020,-0.239157,-0.068901,-0.038083,-0.196075,0.022551,0.006461,0.019872,0.017685,0.022989,0.019054,0.022193,0.003378,0.010179,0.011708,0.021076,0.007233,0.019215,0.047443,0.015226,0.424318,0.061419,0.049071,0.376302,0.008945,0.072945,5.340616,1.104503,0.648703,0.548277,0.503902,0.385700,0.413212,0.372155,0.321495,0.258886,0.250392,0.234804,0.214443,0.021590,0.009353,0.020180,0.021337,0.023520,0.023592,0.023555,0.005718,0.012256,0.012549,0.020798,0.009436,0.010771,truth
0.053139,0.012335,2.853263,0.117247,0.153853,0.306363,0.013889,0.065961,-30.110642,2.460952,0.170264,-0.062083,-0.607928,-0.106045,0.091662,-0.345238,-0.178464,-0.256473,-0.069501,-0.038159,-0.179625,0.022506,0.006255,0.023972,0.019650,0.028197,0.020894,0.025707,0.004917,0.013731,0.010135,0.019135,0.006950,0.022625,0.043695,0.014055,0.421137,0.051855,0.044159,0.361004,0.010420,0.069631,4.532857,1.070415,0.696052,0.463481,0.474393,0.438542,0.437291,0.368671,0.311263,0.270471,0.261565,0.245409,0.229165,0.022208,0.008700,0.024337,0.023005,0.029410,0.025287,0.027842,0.009109,0.018268,0.011477,0.021518,0.009708,0.012119,truth
0.050641,0.021835,2.951617,0.119977,0.158184,0.342670,0.013262,0.062634,-29.602135,2.083584,0.019086,-0.024554,-0.591685,0.140060,-0.089470,0.031152,-0.223085,-0.220675,0.047395,-0.207673,-0.354190,0.035408,0.006385,0.016803,0.009303,0.014382,0.010974,0.013391,0.004560,0.006785,0.016884,0.044480,0.015924,0.026452,0.036205,0.019934,0.447723,0.051096,0.046868,0.335649,0.010851,0.056614,4.423103,1.044438,0.669466,0.490578,0.439517,0.445510,0.327751,0.335192,0.305140,0.295611,0.274784,0.262455,0.313493,0.034996,0.009194,0.020838,0.011909,0.019409,0.017836,0.017156,0.008951,0.009760,0.016535,0.041371,0.020966,0.014015,truth
0.051381,0.024162,2.874444,0.130930,0.165936,0.351197,0.011444,0.062249,-29.717987,1.864084,-0.038011,0.004531,-0.500742,0.211344,-0.154572,-0.045443,-0.194284,-0.197751,-0.018397,-0.280220,-0.407540,0.041679,0.006694,0.021213,0.012008,0.019777,0.011453,0.013451,0.006615,0.005387,0.015831,0.026400,0.017772,0.026127,0.033742,0.025362,0.546335,0.058397,0.051702,0.350955,0.008498,0.054186,5.735885,1.014424,0.688629,0.479224,0.489642,0.454765,0.342988,0.329034,0.284014,0.315277,0.297739,0.288459,0.371666,0.042681,0.010090,0.022460,0.016081,0.027733,0.017106,0.016554,0.012878,0.008682,0.019973,0.023845,0.021089,0.013693,truth
0.075999,0.014660,2.859674,0.167351,0.178370,0.468447,0.013240,0.068986,-32.904993,1.709579,0.320255,-0.190313,-0.324933,-0.005238,-0.134516,-0.306699,-0.163669,-0.441282,-0.034355,-0.278100,0.022850,0.010808,0.004607,0.030632,0.045430,0.035089,0.013962,0.015816,0.002182,0.007613,0.010590,0.010188,0.004074,0.026094,0.052485,0.017926,0.543380,0.075510,0.056523,0.370324,0.014062,0.072771,5.840653,1.181157,0.554752,0.538064,0.463523,0.379066,0.337310,0.283332,0.296322,0.352519,0.310112,0.314174,0.263329,0.012544,0.006423,0.033622,0.054558,0.037377,0.018395,0.017438,0.003424,0.010871,0.012676,0.011055,0.006249,0.017330,truth
0.076486,0.013903,2.863268,0.179944,0.192235,0.456163,0.011821,0.056737,-34.084239,1.779650,0.255398,-0.069240,-0.315842,0.000848,-0.159972,-0.275711,-0.207502,-0.382357,-0.012877,-0.211891,0.088763,0.009750,0.002838,0.021061,0.047078,0.045414,0.013714,0.018630,0.002092,0.008308,0.011454,0.010670,0.003514,0.026991,0.052129,0.018251,0.538032,0.081412,0.053362,0.372599,0.012530,0.060788,5.912929,1.024584,0.491215,0.512346,0.486560,0.376013,0.326222,0.284636,0.293715,0.357274,0.331949,0.309695,0.231307,0.010555,0.003865,0.021184,0.054328,0.044374,0.017435,0.020211,0.003040,0.011854,0.012673,0.010563,0.004270,0.017608,truth
0.056566,0.033404,2.864550,0.111983,0.144523,0.403834,0.012480,0.074899,-27.519004,2.106133,-0.032950,0.069995,-0.589238,-0.211318,0.066445,-0.024374,-0.233375,-0.054581,-0.463412,0.185453,-0.158587,0.019057,0.006132,0.021728,0.027497,0.021754,0.012459,0.017049,0.003221,0.010351,0.011914,0.018422,0.007729,0.019321,0.039811,0.029805,0.438677,0.047420,0.045033,0.383033,0.009213,0.066162,4.541983,1.143454,0.871092,0.484594,0.499348,0.436672,0.424522,0.320063,0.322025,0.274646,0.292845,0.257909,0.230574,0.020328,0.008527,0.022459,0.027825,0.024794,0.015675,0.019038,0.005200,0.012213,0.012100,0.020284,0.010679,0.011309,truth
0.055496,0.034473,2.846330,0.116126,0.147957,0.426309,0.012237,0.072511,-27.225004,2.105293,0.098488,-0.043530,-0.538239,-0.238112,0.023554,0.011401,-0.272559,-0.011635,-0.511467,0.170900,-0.143692,0.023469,0.006057,0.023389,0.021367,0.020671,0.015563,0.016977,0.002425,0.010416,0.011780,0.021501,0.008820,0.018980,0.038869,0.029065,0.468889,0.048626,0.044709,0.366100,0.008091,0.061570,4.350298,1.098731,0.804518,0.520772,0.485402,0.428870,0.411339,0.346137,0.313200,0.287826,0.287863,0.239669,0.206955,0.022231,0.008023,0.022837,0.025707,0.021751,0.017997,0.017718,0.003474,0.013510,0.012421,0.021980,0.011503,0.010357,truth
0.066688,0.007396,2.903909,0.135325,0.156185,0.496357,0.008874,0.076446,-31.562995,1.826977,0.428406,-0.242956,-0.560951,0.252850,-0.091428,-0.025624,-0.059589,-0.050372,0.042909,-0.028229,-0.102401,0.037229,0.008783,0.017789,0.013365,0.023498,0.009010,0.019167,0.004133,0.010629,0.011054,0.011970,0.009066,0.019163,0.043971,0.009614,0.412586,0.062471,0.050411,0.396946,0.006306,0.066239,4.739718,1.044410,0.688689,0.506343,0.542635,0.379674,0.334038,0.275117,0.276561,0.263217,0.241831,0.196565,0.193419,0.036176,0.012309,0.016166,0.015055,0.026520,0.010544,0.017858,0.006929,0.013555,0.011977,0.011723,0.011526,0.011756,truth
0.064525,0.006354,2.879878,0.129807,0.158788,0.505512,0.008979,0.074524,-31.494053,1.919204,0.372310,-0.145342,-0.595436,0.272751,-0.165657,-0.067847,-0.110634,0.015349,-0.019796,-0.032480,-0.090651,0.040785,0.010675,0.018260,0.008831,0.020060,0.012908,0.020806,0.003407,0.015685,0.010178,0.012252,0.010110,0.018215,0.039710,0.009612,0.437503,0.053014,0.049872,0.369293,0.006419,0.064462,4.912061,0.955796,0.569802,0.509086,0.595242,0.366046,0.300550,0.277745,0.279466,0.256072,0.219998,0.213293,0.182484,0.038189,0.014363,0.014411,0.008208,0.021223,0.013882,0.017474,0.004719,0.017516,0.010789,0.010793,0.013022,0.010800,truth
